"qts_produtos","media_valor_transacoes","media_limite","sexo","salario_anual"
4.3942307692307692,1963.6719113863433,3452.4034588153545,"M","menos que $40K"
4.2919708029197080,1878.297304473654,5753.310261301751,"M","$40K - $60K"
4.4087102177554439,1845.1331511582162,4212.198753369713,"F","menos que $40K"
4.3511111111111111,1820.1335324435763,9088.038379177517,"M","$60K - $80K"
4.4404145077720207,1781.4299461878643,4773.446373183492,"F","$40K - $60K"
4.3299180327868852,1755.2498748028866,14886.555712590452,"M","$80K - $120K"
4.3288288288288288,1701.4652275566582,17801.48824110976,"M","$120K +"
